user_id	video_id	like	reason_tag	rating	review	video_tag	interest_tag	watch_again
2965	781	0	[5, 2320]	1.0	I have never heard of Wu Junbao. I am disgusted with making fun of him in front of the grave and disrespectful to others	[5, 6]	[2958, 5074, 4800]	1
2965	1062	0	[5, 6, 5691]	1.0	Don't play League of Legends, no empathy, less interested in heroes and skills	[5, 422, 5691]	[5477, 5472, 1074]	0
2965	4310	0	[5, 6, 1688]	1.0	I don't play God, I don't have empathy, I don't know the characters and their characteristics.	[5, 468, 1666, 5074]	[468, 5074, 1211]	0
2965	704	0	[6, 5963, 3722]	1.0	I don't like Cai Xukun, I don't like idol stars, and I have no interest in Japan girls	[5, 723, 3722]	[3431, 6007, 1]	1
2965	1407	1	[5, 4911, 711]	3.0	Although a bit spoof historical figures, but really a bit ridiculous funny	[5, 3978, 4911]	[5, 711, 4911]	0
2965	1273	0	[1401, 6, 2000]	2.0	I don't like spoof stars, the content is not coherent, and the lyrics are not well spliced.	[5, 257, 5970]	[4327, 5970, 257]	1
2899	1818	1	[5286, 2100, 383]	3.0	It would be nice to hear the actor's voice in real life and talk about it in detail.	[6, 1, 2100, 524, 4080]	[5, 6, 2100, 524, 5505]	0
2899	4093	1	[1978, 1, 3810, 4055]	4.0	Piano is very handsome, like dynamic dance and music, cross-dressing also increased the fun.	[4055, 0, 1978, 697]	[4055, 0, 697, 3810]	0
2899	3008	0	[5, 2958, 1256, 5522]	1.0	I don't understand the language in the video, nor do I understand what the bouncing animated character is trying to say.	[5, 4, 4550, 1203, 5725]	[5443, 5725, 1203]	1
2899	1125	1	[3936, 5935, 209]	4.0	The style of painting is very chronological, and the Chinese dubbing is also good.	[6, 4773, 2, 1009, 209]	[5935, 209, 1, 3936]	0
2899	1404	1	[3687, 3978, 3473]	4.0	The content is very interesting, can relax the mood, the child's logical thinking can always surprise people.	[5, 5739, 3978, 4985, 2]	[3687, 4985, 5, 3978]	0
2899	1200	0	[4348, 5282, 1928, 1]	1.0	The title is too long to do, half a minute has passed, before entering the key content part.	[5, 5845, 5739, 1]	[5845, 5085]	1
2899	598	0	[5074, 0, 5, 4475]	1.0	First of all, I don't like games, video to express the text is very small, see not too clear.	[5, 1, 2958]	[2426, 809, 2295]	1
2899	3453	1	[5, 6, 735, 407, 5509]	3.0	I thought I could get some scientific evidence, but the answer given in the video was something I could imagine.	[0, 5509, 3758, 735]	[735, 5509, 2472]	0
2899	3935	0	[0, 2220, 4517, 4907]	2.0	The video and music are good, but the repetition rate is so high that I don't want to watch it halfway through.	[3, 3985, 4517, 3687]	[1203, 3899, 4517]	0
2899	2546	1	[6058, 4875, 5487, 4418, 0]	5.0	I like to watch figure skating, and the girls in the video are graceful and difficult.	[6058, 0, 4418, 3463]	[6058, 0, 4418, 4875]	0
2899	2233	0	[6, 623, 3597, 5739]	2.0	The original show is a good TV series, but in this video, the actor's eyes are very dark.	[1464, 0, 5918, 2452]	[5918, 1464, 2452, 0]	1
2899	1171	0	[1, 4887, 5953, 5074]	2.0	The video is very good, the card point is accurate, but I don't like the video theme, I don't want to continue watching half of it.	[849, 2141, 331, 0]	[849, 331, 2141]	1
2899	243	1	[5, 447, 4443, 342, 1]	4.0	The title piqued my curiosity, and I was seriously looking for differences as I watched the video.	[1, 5927, 2449, 4443]	[447, 2449, 5927]	0
2899	4378	0	[6, 2003, 1143]	2.0	Sichuan sounds too tired, but the fat dog in the video is interesting.	[6, 5, 3, 920, 4896, 2236]	[4896, 2241, 920]	1
2899	3910	0	[5, 5953, 5691, 640]	2.0	I'm not interested in e-sports and don't know the people mentioned in the video, so I don't like the video.	[5, 3327, 0, 5953, 640]	[3837, 524]	1
2899	4339	0	[5, 6, 2958]	1.0	I don't like to play this kind of mobile games, so I'm not interested in game commentary.	[5, 0, 2491, 2958, 5074]	[3687, 2319, 5739]	1
2899	3337	0	[2, 5, 5552]	1.0	I felt that this video was meaningless and meaningless, and the anchor was surprised.	[1, 167, 0, 5, 4053, 6111]	[5571, 4408, 3820]	1
2899	416	1	[5, 0, 1068]	5.0	I really haven't slept well recently. I want to know what to do. The video just answers my question.	[5, 0, 4450, 637, 1068]	[5, 0, 1068, 637, 2472]	0
2171	705	1	[4080, 2092, 501]	4.0	Like travel and photography, can browse through the video around the scenery is very good	[501, 4080, 1202]	[4080, 1202, 2092]	0
2171	2901	0	[4508, 5154, 5892]	3.0	Not interested in this type of video, but the animation in the video is smooth and interesting	[1203, 5154, 4508]	[4508, 1203, 2384]	0
2171	1915	0	[3572, 3205, 259]	1.0	I don't understand what this video is trying to say, and I don't care how long it takes to go from level 1 to level 6	[3572, 259, 3205]	[1386, 429, 3205]	0
2171	1857	0	[815, 4418, 3861]	2.0	Do not understand the game, so do not understand the emotions expressed in the game and video	[1307, 579]	[3498, 4968]	0
2171	1119	0	[5286, 5339, 4366]	2.0	I have not seen the original in the video, and I am not interested in this type of clip	[4899, 4080, 4583]	[578, 5286, 5118]	0
2171	2865	0	[1068, 2472, 6019]	2.0	Although the content is clear, I am not interested in this type of video	[5, 2472, 6019, 1264]	[1068, 2472]	0
2171	676	0	[3736, 4080, 5403]	1.0	Inability to understand what the video content is intended to express, very vague	[3852, 5847, 4200]	[4080, 5950, 1599]	0
2171	3656	0	[5, 6, 5097, 5311, 1681]	2.0	There is not much interest in this type of news, and the subject matter is vague	[1368, 1681, 5097]	[5311, 5460, 4749]	0
2171	3258	1	[1203, 3473, 609]	4.0	I like SpongeBob this cartoon, and the content is more funny and easy to understand	[5, 609, 1203, 1299]	[5, 1299, 609, 3140]	0
2171	2202	0	[2278, 3791, 5725]	2.0	I am not interested in this kind of video, and I haven't seen the original work, so I can't understand it	[5, 1203, 3791, 2278, 3]	[1203, 5725, 4354]	0
2171	3895	1	[4443, 4162, 4478, 5]	2.0	I was originally interested in the content, but after reading it, I didn't like this kind of ghost animal and lyrics filling in	[5, 2000, 4443, 5739]	[5, 4443, 2402, 2013]	0
2171	216	0	[3535, 2177, 608]	1.0	I don't like dance videos, the music is loud and the content is boring to me	[608, 1254, 2177, 5, 2]	[324, 3389]	0
2171	233	0	[1492, 273, 1541, 2]	2.0	I don't like this kind of video. Although the content is popular, I don't like dubbing and background music.	[1, 5, 1492, 496, 1475]	[496, 273, 3170]	0
2171	661	1	[2727, 5575, 2447, 0, 1, 2, 3, 4]	4.0	The content and fragments are well coordinated, and the content is easy to understand, not difficult to understand	[6, 5, 2447, 2727, 2647]	[5, 2727, 5575, 2447, 1, 0, 2, 3, 4]	0
2171	2570	0	[5, 6, 0, 1, 2, 3, 4, 508, 3687, 4897]	2.0	I don't like ghosts and animals, the content is single and repeated, and there are some nonsense, but not funny	[5, 6, 5739, 3687, 5683, 2]	[1, 2, 3, 1283, 3819, 508]	0
2171	1821	1	[5, 6, 1, 2, 0, 3, 4, 5962, 1113, 5085]	4.0	Video clips are smooth, with music with better, content illustration is very good	[5, 5174, 1, 2, 5962, 5909]	[5, 1113, 5962, 5174, 2]	0
2171	3693	0	[5, 6, 1074, 3067, 0, 2, 5097]	3.0	m not interested in United States news and other news, but the video is clear about the subject matter	[6, 1984, 5097, 1074]	[6, 1074, 1984]	0
2213	571	1	[4619, 2068, 0, 789]	5.0	Animation, looking good quality, delicate, rigorous plot, good style	[4619, 737, 789, 5]	[5, 789, 4619, 737]	0
2213	3614	0	[3820, 4312, 5704]	5.0	Rich, knowledgeable, serious, very good.	[5, 5693, 4312]	[4312, 5693, 5, 3687]	0
2213	1744	1	[1, 0, 2]	5.0	She looks good and sings well. I'm very happy. I'll continue next time.	[0, 5, 2239, 571, 1028]	[571, 1028, 2239, 5]	0
2213	3652	0	[3558, 3820, 1013]	5.0	I don't like the blind box. It's too expensive. If someone gives it to me, I will consider it	[3558, 1013, 4443]	[4443, 3558, 1013]	1
2213	3482	0	[5233, 5351, 1971]	1.0	It looks okay, but, you know, I'm not into tattoos, so I don't really like it.	[5233, 4035, 3949]	[5351, 4035, 102]	0
2213	747	0	[4745, 1528, 4976]	5.0	Popular science video, very good-looking, knowledge dry goods, suitable for learning.	[1460, 2623, 1528, 1967]	[2623, 1528, 1967, 4745]	0
2213	2736	0	[540, 3577, 5725]	1.0	Not good, don't like to watch, occasionally look at it is OK, not like anime	[0, 6, 3147, 5736, 3971]	[0, 1611, 3147, 3985, 540]	0
2213	576	1	[3435, 25]	5.0	Very good, funny, pretty good, we should learn from Lu Xun	[5739, 3571, 3435]	[5739, 3435, 3571]	0
2213	5	0	[6000, 5201, 2793]	1.0	Not bad, not funny, not like it very much, hope to improve next time	[1, 0, 5115, 2236, 1527, 2302]	[5201, 1414, 1527, 3687]	0
2213	1358	0	[4468, 5269, 3943]	5.0	Moved, want to donate, very sad, hope to get better, willing to restore health	[5774, 4468, 2236]	[2236, 475, 682, 4468]	0
2213	2959	0	[4500, 1264, 2472]	1.0	Not interested in games, but happy to see China win	[2089, 4500, 480]	[5356, 2089, 480, 4500]	0
2213	2493	0	[1203, 5223, 5605]	1.0	I don't like watching anime, but I can watch it occasionally, when I'm bored	[5605, 1203, 5223, 0]	[5223, 5605, 1203]	0
2213	2570	0	[0, 1283, 1086, 4312]	5.0	Funny, look happy, sweep away my unhappy mood, very good	[4312, 1509, 3687]	[3687, 4312, 1509]	1
2213	1797	0	[4654, 2398, 1665]	5.0	It shows the current situation of people's life under the epidemic situation, which is very realistic.	[1665, 3959, 3815]	[3815, 3959, 1665]	0
2213	1905	1	[1, 317, 5435, 1528]	5.0	Good, like to listen to Jay Chou's songs, Chinese music can not do without Jay Chou	[5435, 317, 1528]	[317, 5435, 1528]	0
2213	1292	0	[3985, 191, 5862]	1.0	I don't like watching anime, I'm not interested, I won't watch it when I see the label, I'll skip it directly	[191, 4551, 5264, 3687]	[5264, 5862, 3687, 1203]	0
2213	521	0	[3835, 5953, 5074]	5.0	The video preview is good, looks good, looks good, does not play the game very much, but looks good also	[0, 1, 3835, 2479]	[5725, 5074, 2]	0
2213	4291	1	[0, 1, 2976, 4684, 519]	5.0	Long live the Communist Party of China, the country is strong, exciting and inspiring	[404, 1811, 2976, 967]	[2976, 4684, 5460, 404]	0
2890	1310	1	[5, 6, 308, 1]	3.0	Very concerned about China table tennis, like these players, is invincible existence.	[5, 6, 308, 1]	[5, 6, 308, 5384, 3687, 1]	0
2890	3282	1	[5, 6, 6000, 2]	3.0	The video is very well made, well hand-painted, creative and a bit interesting.	[5, 6, 6000, 2]	[5, 6, 6000, 1203, 472, 2]	0
2890	3206	1	[5, 6, 271, 3]	4.0	Detailed description of the food production process, can not help but try, looking very delicious.	[5, 6, 271, 3]	[5, 6, 271, 3439, 5656, 3, 1]	0
2890	126	1	[5, 6, 5739, 2]	3.0	The video is very well done, very interesting, very festive, recommended.	[5, 6, 5739, 2]	[5, 6, 5739, 438, 3483, 2]	0
2890	4203	1	[5, 6, 677, 2]	3.0	I like it very much. I did a very good job in this section of the scene.	[5, 6, 677, 2]	[5, 6, 677, 5090, 1604, 2]	0
2890	1885	1	[5, 6, 279, 3]	3.0	I like his singing very much, very beautiful, the voice of nature, highly recommended.	[5, 6, 279, 3]	[5, 6, 279, 1924, 3651, 3]	0
2890	2499	1	[5, 6044, 1]	3.0	I have seen the comments of Japan netizens, which are still relatively positive. I recommend you to have a look more.	[5, 6044, 1]	[5, 6044, 2953, 685, 1]	0
2890	3727	1	[5, 6, 5074, 1]	3.0	The effect is very good, the special effects are very good, the clothes are also very nice, recommend.	[5, 6, 5074, 1]	[5, 6, 5074, 1688, 2789, 1, 2]	0
2890	3216	0	[5, 6, 5739, 3]	1.0	The editing is confusing, nothing new, nothing interesting, boring.	[5, 6, 5739, 3]	[4408, 3480, 4157]	1
2890	1209	1	[5, 6, 2236, 3]	3.0	The idea is better, the dress is more careful, the whole is not bad.	[5, 6, 2236, 3]	[5, 6, 2236, 3687, 2748, 3, 1]	0
2890	1817	1	[5, 6, 328, 0]	4.0	I like this TV series very much, it is wonderful, and the video editing is also very good.	[5, 6, 328, 0]	[5, 328, 4131, 6072, 0, 1]	0
2890	4258	1	[5, 6, 4624, 3]	3.0	The dancing is very good, the clothes are also very nice, the soundtrack is also very good, recommend.	[5, 6, 4624, 3]	[5, 6, 4624, 2386, 6055, 3, 2]	0
2890	2974	1	[5, 6, 5745, 0]	4.0	Detailed about the practice of food, looked very delicious, have time to try.	[5, 6, 5745, 0]	[5, 6, 5745, 4328, 2906, 0]	0
2890	3005	0	[5, 6, 2014, 2]	1.0	The painting style is not good, the story idea is not good, there is no meaning, boring.	[5, 6, 2014, 2]	[1203, 3899, 2958]	1
2890	120	0	[5, 6, 3854, 2]	1.0	I hate this kind of video very much, poisonous chicken soup, too pretentious, waste of time to watch ah.	[5, 6, 3854, 2]	[2532, 4577, 4364]	1
2890	3937	0	[5, 6, 1203, 2]	1.0	Editing confusion, do not know what to express, destroy the classic, read a waste of time.	[5, 6, 1203, 2]	[3985, 5862, 3774]	1
2890	4098	0	[5, 6, 5454, 3]	1.0	I don't know what I want to say. It's boring. I don't know what the whole video wants to express.	[5, 6, 3687, 1]	[2454, 2236, 3687]	1
2650	2089	1	[728, 4579, 3489]	4.0	The overall effect of the video is still good, allowing us to see the production of traditional handicrafts, personal or quite like.	[2465, 728, 4579, 1875, 3489]	[4579, 728, 1875, 3637, 3489, 4508]	0
2650	2151	1	[2457, 4053, 3687]	3.0	The overall video is well done, well edited and comprehensive.	[4053, 2236, 6070]	[2236, 2457, 4053, 3687]	0
2650	3775	1	[408, 2000, 2141]	4.0	The video is mainly funny, the place of ghost livestock is quite good, I like it very much.	[2000, 408, 865, 113]	[113, 865, 2750, 2000, 5739]	0
2650	577	1	[1413, 143, 2231]	4.0	The video is still very interesting, the editing effect is very good, the video flow is very high.	[5074, 2231, 143, 1413]	[5074, 2231, 1116, 1413, 143]	0
2650	2010	1	[2791, 3205, 975, 3820]	3.0	Life will encounter such things, more understanding, more think about the solution, or very good.	[2791, 975, 3205, 3820]	[3205, 975, 2791, 3820, 4844]	0
2650	4545	0	[224, 1412, 4552]	1.0	Personally, I'm not interested in this kind of video, and the ending clip is very rough.	[224, 4552, 2532]	[2532, 4509, 2162, 1413]	1
2650	4213	1	[809, 2958, 1203]	4.0	The game video clip is still very good, but also quite like the soundtrack, the overall is good.	[2958, 809, 2570, 3899, 1203]	[2958, 809, 1203, 5253]	0
2650	3803	1	[604, 5248, 5378, 5085]	4.0	Personally, I still like to watch it, the soundtrack is very nice, and the video definition is still very high.	[1317, 4999, 1528, 604, 5248, 5378]	[1317, 4133, 1528, 5378, 2586]	0
2650	913	0	[2294, 2426, 6097]	2.0	I don't like watching this kind of video. The editing is OK, and the soundtrack is quite nice.	[4764, 2080, 2426, 6097]	[268, 1264, 4764, 1256]	1
2650	1214	1	[4408, 1498, 6000, 1706]	3.0	The video is mainly funny, but also shows the little joy in class, which is quite interesting.	[3687, 4415, 4408, 1498, 5499, 1706]	[3687, 5407, 241, 5499, 1498]	0
2650	1961	1	[5207, 112, 5739, 3687]	4.0	The whole video is very funny, and there are some places where ghosts and animals, I still like it very much.	[5739, 3687, 3435, 2456, 5207]	[112, 3687, 5207, 3435, 2456]	0
2650	4596	1	[2236, 3687, 3205]	4.0	Video to funny mainly, or quite like the place where ghosts and animals do very well.	[2236, 95, 3687, 113]	[95, 3687, 2236, 3205]	0
2650	2744	1	[2958, 3715, 809]	3.0	The video of the game gave me a good understanding of the characters, and the video was quite interesting.	[809, 4443, 2958, 3715]	[809, 422, 5074, 3715]	0
2650	1816	1	[4055, 5226, 2707]	4.0	I like watching dance videos, video clips and music is still good.	[2707, 1413, 2534, 4055, 5226]	[1413, 5226, 4055, 2707]	0
2650	4501	1	[1074, 5407, 6098, 3959]	5.0	Personally, I like watching this kind of video. It's important to know the current news.	[5061, 6098, 4468, 3959]	[3959, 1074, 513, 6098, 5061]	0
2650	1428	0	[57, 4017, 3060]	2.0	Personally, I don't like this anime video, but the video is good as a whole.	[2692, 1203, 57, 3060, 849]	[1203, 849, 1413, 227]	1
2650	3315	1	[3687, 1203, 1202, 5207]	4.0	Personally, the video is quite interesting, very funny, game video is also quite interesting.	[3687, 1202, 422, 5074, 5207, 1102]	[5207, 1203, 3687, 2231]	0
2650	2537	1	[1498, 3559, 3793]	5.0	Video feel good sweet, personally like this kind of video, campus to wedding dress, let a person envy.	[1498, 3995, 6021, 4065]	[6021, 467, 4065, 1498]	0
1873	2738	1	[5, 3687, 2236, 3205]	4.0	She's an excellent Short Video creator and it's fun to watch her work.	[0, 2886, 361, 1946, 3205, 5]	[3687, 2886, 5]	0
1873	1833	1	[5, 2620, 2236, 4362]	4.0	At ordinary times, when I am at home, I will do some handicrafts to pass the time.	[2236, 3478, 4700, 4362, 5]	[2236, 4700, 4382, 5]	0
1873	2175	1	[5, 1949, 2528, 1179, 2716]	4.0	CCTV host is really excellent, humorous words make boring news broadcast interesting.	[1288, 3915, 1044, 5]	[1044, 2716, 1288, 3915, 5]	0
1873	2937	1	[1051, 5565, 5]	4.0	It's not that Apple phones are good, ordinary phones can also be used very smoothly.	[4189, 3558, 292, 5]	[292, 5565, 141, 5]	0
1873	2111	1	[2566, 5443, 2028, 5796, 5]	4.0	Male owner is very handsome, like European and American movies, looking at a kind of inexplicable high-level feeling.	[1317, 4359, 5]	[2616, 4469, 5432, 5]	0
1873	3447	1	[4312, 5074, 5722, 5]	4.0	I am a player of the original god myself, and I am very interested in seeing this kind of video.	[3798, 1688, 4634, 5]	[4634, 1688, 5722, 5]	0
1873	2717	1	[2241, 3533, 2489, 5]	4.0	The car in the video is what I like, and the plot is also very good.	[1576, 2241, 4312, 5]	[3687, 2236, 2241, 5]	0
1873	1944	1	[635, 931, 1842, 2236, 5]	4.0	CCTV host is very interesting, Li Bingbing is very lovely, interview is very serious.	[2236, 3253, 931, 5]	[2236, 635, 931, 5]	0
1873	3259	1	[621, 3331, 3978]	4.0	The second creation, the second dubbing is really funny, it's really open.	[621, 3978, 1203, 5]	[3820, 621, 3978, 5]	0
1873	4259	1	[3516, 4624, 4996, 5]	4.0	This video shows the praise and love of Chinese dance.	[2386, 2424, 5]	[4991, 4055, 1086, 2386, 5]	0
1873	2854	1	[4832, 2532, 3687, 5499, 5]	4.0	The video clip is very good, the content is very rich and eye-catching, like it very much.	[3265, 1576, 4312, 1227]	[1325, 2236, 1227, 3687]	0
1873	1356	1	[4053, 2780, 803, 5]	4.0	Doraemon is really our childhood memories, dream back to the happy life of childhood.	[5287, 1203, 1498, 803, 5]	[5287, 194, 1498, 5, 1203]	0
1873	2936	1	[408, 5286, 2007]	4.0	The picture quality is very good, the special effects are very realistic, the sense of substitution is very strong, so that people have a sense of personal proximity.	[2007, 1055, 1568]	[2649, 3516, 2007, 4719]	0
1873	4365	1	[950, 2262, 1317]	4.0	I've seen their video before, which is amazing.	[0, 4990, 2262, 5563]	[1, 4396, 2262, 2435]	0
1873	2938	1	[501, 5844, 5]	4.0	The video content is novel, understanding of Apple's mobile phone, and the impact of mobile phones on our lives.	[501, 4511, 5595]	[4508, 4208]	0
1873	1672	1	[4913, 4039, 3060, 5]	4.0	I am also a fan of anime, believe in light, like Ultraman.	[5619, 3060, 4913, 5]	[1203, 4211, 4913]	0
1873	2400	0	[3856, 2435]	1.0	The video reflects real life, reflects real life, but not to my liking.	[408, 1528, 6, 5]	[5981, 2435, 5]	0
1873	1048	1	[267, 5286, 5]	1.0	There is little interest in such videos, the content is not new enough, and the title is not attractive.	[5917, 3599, 3121, 5]	[2236, 4270, 5]	0
1873	4067	1	[5, 5371, 5765]	4.0	Through this video, I understand the facts of other countries and understand that China itself should become rich and strong.	[113, 1681, 2720, 5]	[113, 3687, 5]	0
1873	113	1	[5, 1294, 1248, 1699]	4.0	The video content is very interesting, brought me joy, memorable, humorous.	[1699, 3722, 3886, 5]	[6, 2013, 3819, 1248]	0
1873	297	0	[5, 3357, 3463, 898]	1.0	The content is bland and the title is plain, which doesn't inspire interest.	[5, 3357, 5000, 5296]	[3357, 898, 1158, 5]	0
1873	109	1	[1203, 5, 5862, 5844]	4.0	The style is strange, unexpected, a little ruined for childhood, but very interesting.	[3331, 1611, 4649, 5]	[3899, 2294, 4682, 5]	0
1873	2014	1	[3292, 1688, 5424, 5]	4.0	As the original god player I, of course, want to watch, the original god plot variety, very detailed.	[330, 2958, 177, 1688, 5]	[5443, 1892, 177, 1688, 5]	0
1873	3202	1	[5, 1885, 2554, 3904]	5.0	Give a person a kind of cool feeling, come from female oppressive feeling, have wallop.	[5, 6, 1885, 3904, 2554]	[2554, 5286, 3242, 5, 6]	0
1873	2285	1	[1502, 1433, 2236, 5]	4.0	Let us personally, as if empathy in general, deep feelings.	[1502, 2655, 2236, 5]	[3205, 1433, 2236, 2368, 5]	0
1873	1291	1	[1975, 1203, 907, 5]	5.0	I am also a fan of animation, so like this kind of video, appearance is also very domineering.	[1975, 907, 1203, 5]	[5, 1203, 3985, 3473]	0
1873	2499	1	[6044, 2638, 2957, 5]	4.0	The video is rich in content, understanding some facts of other countries and enriching oneself.	[5, 6044, 3173, 3023]	[6044, 1353, 685, 5]	0
1873	3367	1	[3094, 2236, 5]	5.0	I have been using Beilai Beilai, the author's small TV is also very delicate, very like, very careful.	[5498, 5534, 3094]	[5534, 362, 5014]	0
1873	2589	1	[5, 3439, 3074, 1410, 5745]	4.0	I've seen this blogger's work before, with big brain holes and strange special effects.	[479, 3074, 447]	[5745, 1084, 5091]	0
1873	3884	1	[5, 470, 1203, 5635]	5.0	I'm a fan of anime, this video is gorgeous, really attractive.	[6, 5, 470, 1203, 5635]	[5, 6, 470, 1128, 3365]	0
1873	4455	1	[5, 2024, 447, 2236]	5.0	The design of the characters is lovely and ingenious, reflecting reality and facing life positively.	[2024, 447, 743, 5]	[447, 743, 2024, 5]	0
1873	4010	1	[1116, 5074, 5995, 5]	5.0	The title is novel and has a unique way of expression, which makes people shine at the moment.	[5074, 2296, 1116, 5]	[5, 1116, 5074, 3602]	0
1873	208	1	[5953, 5074, 5927, 5]	5.0	I am also a player of King's Glory myself, so I can resonate with it, and the video is also very interesting.	[5, 5074, 1971, 422, 5953]	[5, 422, 1971, 5074, 5953]	0
1873	1922	1	[5, 203, 5460, 3959]	5.0	Marveled at China's science and technology and China's power, the Chinese people united to fight the epidemic and satirize the United States approach.	[5, 5460, 3959, 5396, 538]	[5, 5460, 3959, 203]	0
1873	4288	0	[1283, 989]	1.0	The title is not novel enough, the style of painting failed to attract my eye, and the logic is a bit confusing.	[5, 989, 1283]	[5, 1283, 989]	0
1873	4057	1	[5, 6025, 3774, 5243]	4.0	Vivid image, reflect reality, unique style makes people resonate, relieve pressure.	[5, 3774, 5243, 6025]	[5, 6025, 3774, 5243]	0
1947	897	1	[4384, 6, 3310, 1264]	5.0	Science, knowledge, awe, can understand the contents of the universe, let people increase knowledge	[5, 3310, 4384, 1264, 0, 1, 2]	[5, 1264, 3224, 0, 1, 2, 4384]	0
1947	2177	1	[5, 723, 431, 677]	5.0	The content is funny, giving people a sense of pleasure, in line with their own interests and hobbies, making people comfortable	[5, 2837, 0, 1, 2, 723, 5927]	[5, 431, 1044, 723, 1, 2, 0]	0
