user_id	video_id	like	reason_tag	rating	review	video_tag	interest_tag	watch_again
2073	4595	1	[2236, 3687, 5371]	4.0	The handsome man's appearance is very novel, the dance is also very attractive, and he is very handsome.	[1395, 6, 4053, 5487]	[5, 6, 2236, 5487, 1395]	0
2073	2420	1	[5, 6, 625, 4427, 5534]	4.0	The author in the video draws Doraemon with a brush and ink. It is very cute.	[5, 6, 1533, 5534, 6069]	[5, 6, 1533, 6069, 5534]	0
2073	291	1	[2937, 4183, 1571]	4.0	In the video, the creative author uses the ordinary cotton swab in life to create amazing works, which attracts me.	[5, 6, 1571, 4183, 2937, 5534]	[5534, 1571, 2236, 4183, 5, 6]	0
2073	2647	0	[5691, 3774, 3899]	2.0	For background music, the content that has been played in the video is not very interesting	[6, 5, 1203, 3774, 3899]	[5, 6, 2570, 3899, 3774, 1203]	0
2073	2831	0	[3140, 1203]	2.0	The video was exciting, but there were games and anime that I wasn't really interested in	[5, 6, 1203, 3140]	[5, 6, 3140, 1203, 521]	0
2073	985	1	[2435, 3913, 655]	4.0	Tanks, planes, artillery ... These are more exciting.	[5, 6, 655, 2435, 447]	[5, 6, 2435, 3913, 655, 447]	0
2073	1304	0	[1688, 1203, 3687]	1.0	For anime, especially, especially, Japan manga is particularly not interested	[5, 6, 1292, 718, 2570]	[5, 6, 1688, 5534, 718]	0
2073	3674	0	[1203, 3751, 1416]	2.0	I'm not interested in anime, especially, especially, Japan manga	[5, 6, 1334, 3140, 1348, 1416]	[5, 6, 6105, 1348, 3140, 1334]	0
2073	1742	1	[3121, 2236, 4594]	4.0	It tells the story of the hard work of ordinary people in the film	[5, 6, 5043, 5774, 3121, 2236]	[6, 5, 2236, 3121, 5774]	0
2073	3253	1	[5, 6, 2236, 5590, 3687]	3.0	The video seems to be about the story of the Academy of Magic, but I did not quite understand, I feel more interesting	[5, 6, 2532, 3687, 5590]	[5, 6, 2532, 5590, 3687]	0
2073	3565	1	[5, 6, 447, 2236, 3687]	4.0	The content in the video tells about a kind of oyster, living environment and other aspects, as well as some language stalks, which interests me more	[5, 6, 2236, 447, 3687]	[5, 6, 447, 2236, 3687]	0
2073	788	0	[5, 6, 577, 447, 3189]	3.0	I don't know much about the 'Jay Don't' stem, but the video is full of positive energy	[5608, 5, 6, 5043, 2236]	[5, 6, 447, 5043, 5608]	0
2073	4516	0	[5, 6, 4055, 4991, 6055]	2.0	I feel that the dance of the beautiful woman in the video has little to do with the clothes she is wearing	[5, 6, 3098, 4055, 1325]	[5, 6, 3098, 4055, 3054]	0
2073	1290	0	[3985, 5862, 3687, 5, 6]	2.0	For anime, especially for Japan anime is not interested.	[5, 6, 3687, 3985, 5862]	[5, 6, 3687, 5862, 3985]	0
2073	1094	1	[5, 6, 687, 3825, 255]	4.0	For TV series tidbits of these, some love to see the beauty of artists, background music is also very nice	[5, 6, 3825, 255, 4080]	[5, 6, 3825, 255, 687]	0
2073	1183	1	[5927, 786, 3687]	4.0	Animated characters are funny, and the interpretation of the taboos of each constellation is concise and comprehensive	[5, 6, 3687, 2236, 5927]	[5, 6, 2236, 5927, 3687]	0
2073	1653	0	[2958, 330, 5074, 1688]	2.0	I don't like the game of Original God very much, and I don't like this kind of game	[5, 6, 4872, 1688, 330]	[5, 6, 2958, 4872, 1688]	0
2073	649	1	[1068, 5, 6]	5.0	This video teaches us exactly where to massage during a headache, which is very beneficial for headache sufferers like me	[5, 6, 1068, 5535, 2472]	[5, 6, 1068, 2472, 5535]	0
2073	279	1	[5, 6, 4055]	4.0	More than ten dancers showed us the prosperity of Tang Dynasty and the beauty of the times	[745, 4055, 4384]	[5, 745, 5615, 4055]	0
2048	544	0	[4555, 4497]	2.0	I don't like this type of video very much, and I'm not interested in the content ...	[3338, 2236, 4497]	[4497, 3338, 2236, 4555]	0
2048	2483	0	[1412, 4312, 1669]	1.0	I didn't understand what the video was trying to say, but it was interesting to edit it into a movie promotion	[5174, 1669, 4312]	[2236, 5174, 4312]	0
2048	3409	1	[1911, 4408, 4443]	3.0	I like the ghost and animal video edited by Old Tomato. It's very interesting to feel hungry.	[4408, 5074, 1911]	[1911, 5074, 4408]	0
2048	1504	1	[3902, 5118, 5286]	4.0	I like to watch bad beautiful women show their acting skills and show their humanity.	[4002, 3583, 5286, 3902]	[5286, 4002, 2141, 2829]	0
2048	1517	1	[881, 3492, 4333, 4808]	4.0	Like to see the beauty of the make-up make-up make-up video change.	[3492, 4333, 1153, 4419, 2, 4]	[4, 2, 4419, 4333, 4509, 3492]	0
2048	1702	0	[2958, 5074]	1.0	I don't like watching game creation videos, I don't like watching game videos	[5074, 2958]	[2958, 5074]	0
2048	3954	0	[1035, 447, 3351, 3443]	2.0	There's a drawing video in front, and I think it's pretty good, and then something pops up in the back.	[5927, 3443, 3351]	[3351, 3443, 2428]	0
2048	606	1	[271, 5745, 1517]	4.0	I prefer to watch food videos. Loved watching cooking videos ...	[1517, 5745, 2142, 4456, 6]	[3000, 1517, 4456, 2906, 5745, 271]	0
2048	3133	0	[2958, 809, 422]	1.0	I don 't like watching the ark of tomorrow. I don't like watching explanation videos ...	[809, 422, 5953]	[5790, 4473, 458]	0
2048	861	0	[144, 1379, 5074]	1.0	What a boring video. I've never seen such a boring video.	[1401, 1379, 2231]	[144, 2231, 1379]	0
2048	2047	0	[3331, 3687, 3970]	1.0	I don't like the animation video of the second yuan, the content is not like.	[1669, 3331, 1203, 0]	[3331, 1669, 1203, 0]	0
2048	832	1	[3687, 4748, 1576, 4312]	2.0	Some funny content made up of videos, chat records do not need to be made into videos	[5241, 4451, 2236, 6]	[5241, 1576, 3687, 2236, 4748, 6]	0
2048	4494	1	[3687, 4327, 5739]	2.0	I don't like the songs adapted by ghosts and animals, and I don't like this type of video personally.	[5, 5739, 1317, 4327]	[3872, 4327, 5739, 1317]	0
2048	2077	0	[3687, 1339, 4053, 5]	1.0	I don't like to watch the house dance video of quadratic type, and I don't like the video content.	[3535, 4055, 1203, 1339, 0, 2]	[1339, 4055, 3535]	0
2048	3623	1	[275, 3140, 1, 5]	3.0	The video is a bit boring, no editing skills, no focus on the subject	[2807, 275, 710, 5]	[275, 710, 2807, 5]	0
2048	210	0	[0, 3835, 4543, 6]	1.0	I don't like to watch the competitive game videos of Honor of Kings ...	[2141, 3835, 5953, 5074, 0, 1]	[3835, 2141, 5074, 5953]	0
2048	1778	1	[4053, 2729, 6, 2]	1.0	I don't like the magic video content, I don't like the magic singing video with tone change. I don 't understand the theme of the video.	[5329, 4053, 2177, 6]	[4055, 4053, 5085]	0
2085	3613	0	[681, 4247, 5041]	3.0	Boring, too boring, too boring, the plot is vulgar without lower limit.	[3975, 4247, 2236, 0]	[1086, 914, 710, 0]	0
2085	2021	1	[3687, 496, 3480]	5.0	I love cute cats. I love them. They're so cute.	[1576, 614, 3480, 0]	[0, 2535, 1576, 4078]	0
2085	698	1	[4, 3, 2, 2397, 4292, 271]	2.0	Uninteresting, boring, very boring, I don't understand ...	[4779, 2595, 2397, 0]	[2397, 4854, 0, 271]	0
2085	1626	1	[3687, 3556, 0]	3.0	It's boring. I don't understand what I'm looking at. It's boring. It's boring.	[2958, 3556, 3687, 0]	[0, 2958, 5643, 3556]	0
2085	4619	0	[4389, 751, 2530]	3.0	Some boring, don't like to play the video, boring ...	[5614, 6000, 347, 0]	[4389, 2262, 2257, 0]	0
2085	1380	0	[1931, 4508, 4746]	3.0	It's OK, it doesn't attract me, I won't watch it again, it's boring	[1931, 3773, 443]	[0, 443, 1237, 600]	0
2085	1077	0	[989, 2834, 2729]	3.0	Boring, very naive, not suitable for adults, suitable for children to see.	[735, 4552, 3862, 0]	[0, 6021, 6116, 617]	0
2085	2581	1	[3431, 571, 5794]	5.0	So handsome, love, very handsome, love, love ...	[752, 571, 5794, 1]	[752, 3180, 3463, 0]	0
2085	2879	0	[1317, 2969, 1935, 1]	3.0	Cheap, boring, boring, boring, very low ...	[4818, 2413, 1317]	[4396, 827, 1317]	0
2085	3257	1	[5207, 2174, 5923]	5.0	Very interesting, like it very much, the plot is compact and interesting, the characters are three-dimensional.	[5207, 5191, 4408, 0]	[4783, 4696, 0]	0
2085	2078	1	[3886, 4841, 1571]	3.0	Boring boring too boring, boring, won't watch again ..	[3543, 202, 830, 0]	[4362, 1688, 0]	0
2085	3847	0	[3, 2994, 4556]	2.0	Boring is boring, the animation is rough, the plot is poor, a waste of time.	[5207, 1656, 1]	[3262, 65, 0]	0
2085	2760	0	[2793, 2236, 3205]	1.0	The video is vulgar and boring, not positive in thought, boring, and can't watch it anymore.	[5115, 2494, 922]	[0, 5008, 2793, 2323]	0
2085	2149	1	[512, 867, 486]	5.0	Campus life is very beautiful very much look forward to, hope I have the opportunity to visit and study in the future.	[867, 486, 1459]	[0, 3687, 486]	0
2085	2756	1	[1832, 1306, 5687, 2]	5.0	Interstellar space in the wonderful fantasy, like very much, full of interest.	[5301, 5207, 806]	[3310, 1594, 1074]	0
2072	3198	1	[5007, 3329, 2245, 5025]	5.0	One hundred faint! I like Mr. Trump best. He is a good friend of our China people.	[1203, 2245, 5908, 3329, 5075, 5, 6, 1]	[5, 6, 2245, 5075, 1, 5007, 1203, 889, 4580, 3140]	0
2072	1215	1	[3, 2, 1, 1881, 5547, 1086, 4628]	3.0	Zhao Jinmai, my Zhao Jinmai, the beginning is so beautiful, it's real.	[5, 6, 255, 4628, 1881, 3825, 3902, 1]	[3691, 5, 6, 4509, 4333, 723, 1881, 2729, 1]	0
2072	3836	1	[4, 3, 1074, 5311, 3063]	2.0	The United States wins, wins, wins, the Internet port is more and more north, and China is the most powerful, because China has 5,000 years.	[5007, 5, 6, 174, 4522]	[0, 5, 6, 2690, 5460, 174, 5735]	0
2072	3096	1	[3, 4399, 5074, 2923]	2.0	I don't like Starcraft, I only like playing lol, and I can't understand the game.	[3, 6, 5, 2758, 5074, 1744]	[4399, 2758, 1402, 5, 6]	0
2072	98	1	[17, 147, 2334, 3205]	2.0	It's great because I like girls, and it's normal for guys to like girls.	[3872, 147, 5549]	[1, 1086, 3431, 3852]	0
2072	3698	0	[3, 1074, 5810]	3.0	Love this song, I heard it since I was a kid, yes, that's it	[1804, 5346, 60, 0]	[1, 1074, 1662, 5810]	0
2072	230	0	[3, 2479, 4542, 3899, 1739]	3.0	I don't understand. It's not as good as the original god and the League of Legends. It's not as good as Taupo's Xiaotian.	[3899, 1462, 4231]	[2479, 1125, 2570, 1739, 3854, 1]	1
2072	3552	0	[1692, 1580, 2]	2.0	Do not like the United States only like China to watch Changjin Lake and Wolf Warriors 2, China refueling!!	[5446, 1541, 1]	[5097, 4906, 5446, 2]	0
2072	847	0	[4, 2958, 5799]	1.0	What kind of people do you write about? Not as good as our League of Legends, right?	[2054, 1702, 2958, 1, 0]	[1, 2294, 6092, 5799]	0
2072	46	0	[1, 5207, 4312, 4053]	3.0	I didn't read the title carefully, I don't know what the content of the question is, and I don't pay much attention to these warm questions	[5207, 2336, 798, 6]	[3812, 2532, 1]	0
2072	3847	0	[2, 0, 5207, 1864]	3.0	It's not very good, mainly because I don't like this kind of operation. Hahaha, forgive me	[4556, 1864, 5207]	[5502, 1656, 5, 4556]	0
2072	4438	1	[4, 3, 4055, 1952, 4991]	5.0	prefer to see girls dance, mainly I am a boy, and relatively young, it is a good hormone divergence of youth	[2386, 3592, 5746, 1952, 5309, 5, 6]	[608, 6065, 1801, 1952, 3592, 6, 5]	0
2072	1939	1	[3, 5927, 4650, 3441]	4.0	Handsome people, good songs, rich content, not boring, and more attention	[6, 5, 723, 4650, 3592, 3441, 4]	[5, 6, 723, 1868, 4492, 4]	0
2072	851	0	[410, 5284, 1269]	2.0	Not interested, mainly because I like this type is not, and has nothing to do with me, do not want to waste time	[0, 1269, 410, 5284, 5631, 1498, 5, 6]	[410, 3687, 1498, 5]	1
2925	457	0	[5, 6, 4573]	1.0	The mouse shakes dizziness, also does not like this kind of video, what significance?!	[5, 6, 1460, 4573]	[13, 5953, 2229]	1
2925	4024	0	[5, 6, 2708, 1]	2.0	Although you can learn a little knowledge, but the video is uncomfortable, not very want to see.	[5, 6, 2708, 2]	[3334, 496, 447]	1
2925	3021	0	[5074, 4292, 3]	2.0	The video came out at first thinking it was a big production, but at the end it felt like there was no substantive content.	[143, 5074, 3]	[4292, 4368, 1938]	1
2925	60	0	[5, 1291, 5945]	1.0	I don't like this kind of spoof music, and the content is not interesting.	[5, 6, 5945, 5683]	[361, 4130, 5489]	1
2925	2173	0	[6, 3092, 3852, 2348]	1.0	The girls in the video are all very beautiful, but I feel a little artificial, cute, do not like!	[6, 2481, 2348, 3043, 4]	[2236, 3205, 683]	1
2925	577	1	[5, 4448, 1116, 5091, 0]	4.0	The video clip is smooth, but the transitions are a little repetitive and the covers are too much.	[5, 0, 1, 2, 5074]	[5, 5074, 1116, 4448, 0]	0
2925	2287	0	[5, 4451, 1036]	3.0	The music from the speakers is a little pleasant, but generally not interesting.	[5, 1576, 1716, 4053]	[1946, 1576, 6000]	1
2925	3142	1	[2, 2187, 4081]	5.0	Love to see love apartment, very funny, very inspirational, very envious of their friendship.	[2187, 643, 4081, 4]	[2187, 777, 643, 4081]	0
2925	1928	0	[6, 4609]	2.0	The video editing was good, but for me it was useless and of no practical significance.	[5, 2088, 2890, 5154, 0]	[5154, 1573, 3687, 2236]	1
2925	1350	1	[5, 3687, 4962]	4.0	I also want such a father, feel so happy, or the video was spit out of the father mail also OK, postage I pay!	[6, 3687, 4962, 1145, 4]	[3687, 4962, 2236, 4027]	0
2925	4330	0	[6, 5082, 315]	4.0	The boss in the video has a big brain hole. I suspect he is advertising, but I have no evidence ...	[5, 2532, 315, 361]	[3073, 4945, 4248, 3687]	1
2925	963	1	[5, 6, 276, 2]	4.0	Now the square dance is not exclusive to aunt, many young people also began to dance, I feel very good, dance every day, good health, mood also relaxed.	[5, 6, 276, 2453]	[5, 276, 3305, 3, 3559]	0
2925	198	0	[5, 4593, 209, 4]	1.0	Words are right, but do not like such chicken soup for the soul, the truth we all know, and swearing a bit inappropriate bar.	[5, 4035, 3121, 4]	[4331, 1498, 412, 4035]	1
2925	1829	1	[3835, 5, 5074]	5.0	I game essential glory of the king, brush to the video about the king must see, and the video in the wild king so slip, envy ah ...	[3835, 5555, 5, 1971]	[3835, 2126, 5555, 5953]	0
2925	3450	0	[5, 6, 5628]	2.0	Although the picture is smooth and clear, but this kind of cartoon characters do not like it...	[5, 799, 1528, 2]	[5016, 4057, 585]	1
2925	3911	1	[5, 4109, 3]	4.0	Like this kind of a bit of science fiction drama, the soundtrack is also my favorite lonely brave, change where cool.	[5, 4109, 331, 3]	[5, 4443, 4109, 331]	0
2925	1897	1	[5, 2317, 4037]	1.0	I didn't like the video shooting very much. It didn't make much sense. It wasn't funny or inspiring. I didn't see what it was trying to say.	[5, 4037, 4]	[636, 4037, 3507]	0
2925	3991	1	[5, 6, 486, 4785]	3.0	The video also tells about the process of writing the exam, without giving a specific answer why the teacher will give full marks. I would like to know this question, because it is very difficult to get full marks for the best composition.	[6, 3, 3423, 486]	[6, 486, 4478, 3423]	0
1863	3299	1	[965, 887, 3590, 195, 2451, 2, 3, 4]	5.0	Like Lang Lang, his piano skills skilled, beautiful sound, people enjoy very much.	[965, 1468, 887, 2435, 1, 0, 2]	[2435, 4386, 585, 0, 1, 2]	0
1863	2204	1	[1983, 1413, 2, 3, 1, 4149]	5.0	The film represents a qualitative leap forward in domestic animation and also promotes China mythology.	[4080, 498, 1259, 1983, 0, 1, 2]	[0, 2, 1, 4887, 4536, 2834]	0
1863	3538	1	[5927, 5194, 4, 2, 3]	5.0	Domestic science fiction films are getting better and better, and I like domestic science fiction films very much.	[5194, 5927, 1, 0, 2, 1983, 2030]	[5927, 1206, 2030, 2, 1, 0]	0
1863	1836	1	[2, 4, 3, 3854, 2760, 5]	5.0	I like Han Hong's singing, and I like Han Hong's forthright and upright character.	[1160, 0, 1, 2]	[2, 0, 1, 1206, 2760, 710, 1160, 5927]	0
1863	906	1	[2, 4, 3, 3687, 1852, 5972]	5.0	Through the animation highlights the virus camouflage strong difficult to be found, difficult to eliminate.	[1283, 2805, 3774, 259, 3899, 2, 1, 0]	[3899, 2248, 1852, 1, 0, 2]	0
1863	3078	1	[1, 3, 2, 2249, 1203, 1835]	5.0	Like animation, this kind of video is more interested in, love since childhood.	[1835, 2958, 2249, 1, 0]	[1, 0, 2, 1203, 4102, 2958]	0
1863	301	0	[3846, 1074, 3180, 2719, 3, 2]	1.0	I don't like military themes very much, but the spirit of veterans is worth inheriting.	[3846, 165, 1, 0]	[3875, 1843, 2719, 1, 2, 0]	1
1863	790	0	[2, 4, 3, 1241, 2280, 4721]	1.0	I have no feeling, no interest in this kind of video, and I can't see what to say.	[2334, 5207, 3687, 1, 0, 2]	[6039, 3006, 577, 0, 1, 2]	1
1863	3225	0	[6, 144, 5, 2705, 3, 2, 4]	1.0	I don't like this kind of theme, I don't like Japanese songs, I hate online celebrities.	[2705, 2262, 2499, 1, 0]	[5085, 2262, 864, 1, 0, 2]	1
1863	4330	1	[5082, 263, 4945, 6, 5, 3, 2, 1]	5.0	This video gave me a great impact, let me have a different view of life.	[4248, 1, 0]	[2532, 263, 3073, 1, 0]	0
1863	807	1	[345, 4145, 5, 6, 3, 2236]	5.0	It shows the profound wisdom of the ancients and the exquisite shipbuilding technology.	[1507, 4443, 0, 1, 2]	[1559, 1, 2, 0]	0
1863	1355	1	[5, 6, 1533, 3886, 3899, 1, 2, 3]	5.0	People like anime very much, very interested in this type of video.	[5191, 830, 5, 6, 4408, 3, 2, 4]	[0, 2, 1, 1248, 4519, 1533, 6, 5]	0
1863	3713	1	[3590, 5745, 5, 6, 361, 4, 3, 1, 2]	5.0	I love food, so I am interested in this video.	[2199, 271, 5638, 1, 3, 2, 5, 6]	[2981, 4970, 1, 0, 5, 6, 4, 2, 1594]	0
1863	3716	1	[6, 5, 194, 387, 2468, 2661, 1, 3, 2]	5.0	The painting style is suitable, reflecting the student life, for me as a student is very kind.	[387, 194, 3687, 4443, 2661, 4027, 5, 6, 2, 3, 1]	[2661, 4748, 194, 2509, 4408, 3, 2, 5, 6]	0
1863	2377	1	[5, 6, 1203, 4705, 1299, 3687, 3, 2, 4354, 4554]	5.0	Childhood memories, giving a sense of back to childhood, and funny painting style, can ease the mood, let the body and mind relax	[4354, 5039, 830, 6, 5, 4, 2, 3]	[455, 4705, 6, 5, 4, 2, 3, 1299, 1279]	0
1863	2662	0	[4999, 2435, 3596, 4536, 2551, 0, 1, 2, 3, 4]	5.0	This video not only spreads China culture, but also enhances our national pride and is conducive to the spread of Chinese culture.	[2751, 1919, 1, 0, 830, 492, 5, 6]	[0, 1, 2, 104, 4999, 3965, 2751, 4536, 6, 5]	1
1863	3878	1	[6, 5, 1849, 3395, 753, 1, 2, 3, 0, 4]	5.0	It reveals some scams in the society, which plays a wake-up role for the public and avoids some people from being cheated again.	[2813, 3205, 3846, 5, 6, 0, 1, 2]	[6, 5, 4543, 3395, 2236, 1849, 3205, 2813]	0
1863	2952	1	[6, 5, 3903, 397, 3784, 1761, 1883]	5.0	Uncle Da has created many classic images. Although he is a supporting role, his performance exceeds that of the protagonist.	[723, 397, 3784, 2865]	[5, 6, 5927, 1321, 2865, 1761, 3903, 723, 3437]	0
2026	690	1	[2887, 5289, 3494]	4.0	Kitten is interesting, the content is more attractive to the audience, post-production is also very conscience.	[2322, 4925, 1691]	[1691, 4018, 4925]	0
2026	1503	1	[2982, 4844, 391]	4.0	After reading it, I still liked it and was more interested, so I gave it three points	[5286, 4292, 2982]	[3420, 1283, 2524]	0
2026	2019	1	[2904, 412]	3.0	The content is not very readable, feeling is not particularly coherent, no viewing interest.	[519, 1853]	[519, 3978]	0
2026	4618	1	[1867, 3900, 2891]	3.0	The content is bad, unnutritious, embarrassing and boring, making people in no mood to watch.	[1073, 1867, 5620]	[5691, 2891]	0
2026	300	1	[5460, 2735]	4.0	The topic is novel and meaningful. The background of the 70th anniversary of the War of Resistance Against U.S. Aggression and Aid Korea conforms to the background	[5575, 956]	[5575, 4361, 5373]	0
2026	925	1	[5953, 4627, 3300]	4.0	The short film and editing techniques, excellent content is more eye-pleasing, with youth characteristics	[5092, 3300, 4627]	[5691, 3300, 4627]	0
2026	2802	0	[3583, 5628]	2.0	I don't like the style of quadratic animation, so I'm not interested in related types of videos.	[1203, 3140, 151]	[2032, 3488, 151]	0
2026	3139	0	[5323, 6111, 2236]	3.0	The editing is good, but I don't like the post-production style very much, and the content is OK	[3288, 2873]	[3288, 637, 5502]	0
2026	1485	1	[3861, 3123, 4942]	4.0	I still like to follow the news and current affairs, but the content editing in the video is not very good.	[4548, 3861, 4942]	[4817, 3164, 3446]	0
2026	3265	0	[2, 3, 4, 1206, 3256, 4584]	3.0	Although magic is more interesting, but to understand the principle behind the magic to see very thorough, boring	[5927, 2319]	[723, 2693, 1206]	0
2026	1052	0	[2682, 3140, 4051]	2.0	I don't like to watch videos with the theme of animation and animation. Similar videos have low scores.	[1998, 4051, 2682]	[511, 2837, 1203]	0
2026	1137	0	[3155, 1688, 1280]	2.0	I don't like the video content, I don't like the original god, so my score is very low and I'm not interested.	[2324, 5074, 4490]	[848, 4157, 2443]	0
2026	2167	1	[5, 6, 1]	3.0	the scenery humor interest content quite attracts me, therefore I quite like	[1413, 4707, 3119]	[2236, 228]	0
2026	736	0	[1358, 5074, 1386, 5]	1.0	I don't like the original god game, naturally I don't understand it, I don't like watching this video, I don't like the animation theme.	[1358, 5074, 1688, 6]	[5074, 1386, 1358]	0
2915	4637	1	[2786, 715, 4369]	4.0	Medical staff are very hard, we should also respect the angel in white, jointly maintain the relationship between medical care.	[5, 2786, 4369, 715]	[5, 6, 4369, 715, 2786, 5716, 3205]	0
2915	2359	1	[4738, 3643, 2236, 1357, 3820]	4.0	Henan old man hard core epidemic prevention, very interesting, sentence golden sentence, worth learning.	[5, 295, 1357, 3820, 3643, 4738, 3]	[5, 6, 1357, 3643, 295, 4738]	0
