user_id	age	gender	education	career	income	address	hobby
2590	5	0	4	0	0	6	Reading
680	2	1	4	0	0	6	Games
1225	1	1	3	20	0	6	play basketball
2823	4	1	4	0	2	6	Singing and dancing RAP basketball
2554	5	1	2	18	0	6	Play games
168	4	0	3	12	0	16	Tourism
903	2	0	4	0	1	6	Reading
2763	4	0	5	0	0	6	Food films
1206	1	1	3	20	0	6	read-write
1720	2	1	3	2	0	6	Painting
1775	1	0	3	8	0	6	Sing
2271	2	1	4	0	1	6	Running
1288	2	0	3	13	0	24	sing,
367	2	0	4	0	2	6	Photography
2272	1	1	2	20	0	6	play basketball
1116	2	1	4	10	0	25	basketball
1298	1	0	3	9	0	6	Reading
351	2	1	4	0	0	6	basketball
1532	1	0	3	20	0	6	play chasing
2845	2	0	4	20	0	6	Study, makeup
1517	1	0	3	20	0	6	calligraphy
1842	1	1	3	20	0	6	Games
2367	1	1	2	20	0	6	Sleep
498	1	0	2	20	0	6	Listen to music
1624	1	0	2	20	0	6	Painting
210	1	1	4	20	0	6	network
2750	5	0	3	0	0	6	Delicious food
900	2	0	4	3	1	6	Reading
227	3	0	2	0	2	15	Dance
365	4	0	4	3	1	6	Reading
1621	2	1	3	4	0	16	
2163	2	0	4	13	0	6	Watch variety shows
2009	2	1	4	20	0	28	Badminton, billiards, music
952	2	1	4	0	0	6	movement
1789	1	1	3	20	1	6	swim
407	3	0	3	20	0	6	swim
1914	1	0	3	20	0	5	Photography
2607	5	0	3	2	0	6	Fine arts, tourism
2528	3	1	3	20	0	6	Shopping
568	2	1	4	2	1	6	movement
2404	1	1	3	20	0	6	anime
2832	2	0	3	20	0	7	Volleyball
7	3	0	4	2	1	33	water the flowers
1474	1	0	3	20	0	6	
1200	1	0	3	20	0	6	Listen to songs and read books
2102	1	0	4	20	0	6	
415	2	1	4	0	0	6	Photography
741	5	1	4	18	0	6	Delicious food
1596	2	1	2	0	0	23	Reading
2190	1	0	4	20	0	6	
199	5	0	1	18	0	4	Watching plays, shopping
283	6	0	4	3	0	4	Tourism
231	3	1	4	20	1	16	Travel, food
612	2	1	4	0	0	6	movement
2898	2	1	4	0	2	6	Games
96	3	0	3	2	0	6	Games
1343	2	0	3	20	0	3	Sing
2566	3	1	3	0	0	6	movement
1378	3	0	3	20	0	6	
1036	6	1	4	0	1	6	kick a ball
2804	4	0	2	0	0	6	Tourism
829	2	1	3	18	0	7	Play video games
2860	4	1	4	0	2	6	Music
2584	1	1	7	20	0	6	Billiards
1395	1	0	3	20	0	16	Listen to music
1366	1	0	3	20	0	6	Reading
104	1	1	3	20	0	19	Music
2320	1	1	3	20	0	6	anime
594	2	1	4	1	1	6	Tourism
990	8	1	1	20	0	6	Smoking
842	1	1	3	18	0	6	Listen to music
637	3	1	4	1	2	6	flower
695	2	1	4	3	1	6	Running
226	4	1	5	2	4	6	Running
2552	5	0	3	0	0	6	Sing
2210	1	1	4	20	0	6	Table tennis
2964	5	0	3	13	1	3	Travel, reading, sports
2227	1	1	4	20	0	30	Games
2622	1	0	2	20	0	6	Listen to music
1075	3	0	5	10	1	8	Reading
1272	2	1	3	19	0	6	swim
2932	5	0	4	5	1	4	Watch the play, eat food
464	3	1	5	0	2	7	basketball
2678	1	1	3	20	0	6	history
685	2	1	3	3	1	3	play basketball
2587	3	0	4	20	0	6	Painting
805	1	0	4	20	0	6	Sing
1576	1	1	3	20	0	6	basketball
2315	1	1	2	20	0	6	Painting
212	7	1	4	4	1	16	Movies, travel
12	2	0	4	9	2	23	Playing mahjong
2901	2	0	4	20	0	28	Sing
422	2	1	4	0	1	6	basketball
1446	1	1	3	20	0	6	Running
1563	1	0	3	20	0	6	Painting
2636	1	1	2	20	0	6	basketball
817	2	1	3	18	1	6	Sing
2774	5	0	3	20	0	6	novel
2829	1	0	3	20	0	6	movement
1590	1	1	3	20	0	6	Basketball, etc
509	4	0	3	1	2	6	locomotive
597	2	0	4	0	1	7	play chess
2045	1	1	4	0	0	6	E-sports, music
2576	2	0	3	2	0	2	swim
1518	1	1	3	20	0	6	movement
2892	2	1	5	4	0	7	
518	1	1	4	0	0	6	Play video games
1419	1	1	3	20	0	6	play basketball
573	3	1	4	0	2	1	basketball
2722	5	0	3	0	0	6	reading tour
1093	3	1	4	4	1	22	Games
1941	1	0	7	20	0	6	Music
1133	3	0	3	0	0	6	Delicious food
2442	2	0	3	0	1	7	read a novel
1299	1	1	3	20	0	6	Sing
1558	1	1	3	20	0	16	basketball
1011	4	1	4	2	1	6	Movies, music
2905	2	1	3	3	1	16	Games
358	4	0	4	1	1	6	Sing
2446	1	1	2	20	0	6	Play video games
1779	1	1	3	20	0	6	basketball
2111	1	1	4	20	0	6	
259	2	1	4	20	0	6	Military
2768	5	0	3	0	0	6	Reading
781	4	0	4	11	0	3	Painting
2390	0	1	2	20	0	6	Watch the video
859	2	1	4	0	0	6	Running
1933	1	0	3	10	0	6	Photography
2405	1	0	2	20	0	1	Sing
962	6	1	5	0	4	6	Programming
2938	3	0	4	3	1	22	play
764	4	0	3	20	2	5	Chasing drama, costume drama, cooking food
2713	5	0	3	0	0	6	Running
2322	1	1	3	20	0	7	swim
456	6	0	0	3	4	6	Sleep, eat
462	2	1	4	0	0	6	basketball
2221	1	0	4	20	0	6	play badminton
2652	1	0	3	20	0	6	Table tennis
381	2	1	4	0	1	6	movement
1411	2	0	3	18	0	6	Sing
949	2	1	4	0	0	6	Bath
964	2	1	3	3	0	6	Play games
2302	1	1	2	20	0	6	stroll
2791	4	0	3	0	0	6	See a movie
2770	4	0	3	0	0	6	Music
2609	4	0	3	0	0	6	Listen to music
2195	4	0	3	20	0	3	Listen to music, talk to friends, catch up on plays,
2648	2	0	3	2	1	6	swim
2855	2	0	5	20	0	12	Reading
999	4	0	5	14	1	8	Badminton, movies
1406	1	0	3	20	0	6	Sing
2357	1	1	7	5	0	6	swim
2284	1	0	2	20	0	6	Sing
857	3	0	4	4	0	6	Reading
2178	2	1	4	20	0	6	Watch anime
542	3	1	3	20	0	6	swim
2740	1	0	3	20	0	6	Write a novel
1251	1	1	3	20	0	6	Music
1584	1	0	3	20	0	6	ski
1760	2	1	7	10	4	6	Sing
1263	2	1	3	20	0	6	play basketball
2418	1	0	2	20	1	6	Dance
845	2	0	3	10	0	6	Sing
1575	1	1	3	20	0	6	Badminton
1360	1	1	3	20	0	16	Play games, listen to songs, watch variety shows
2891	2	1	4	20	0	10	Play games
1688	2	0	3	1	0	6	beauty make-up
1591	1	0	3	9	1	6	Dance
2417	1	1	2	1	1	6	Photography
2291	5	1	3	20	0	6	Drive
2119	1	0	4	0	1	28	Reading
435	5	0	2	1	2	6	locomotive
2920	5	1	4	20	1	6	Reading
237	2	0	3	20	0	3	Dance
2683	4	0	3	0	0	6	Delicious food
109	2	0	5	10	1	8	Reading books, anime
2053	1	1	4	0	0	6	play basketball
163	3	0	2	18	0	6	play chasing
288	4	1	3	4	2	16	Tourism
252	2	0	4	20	0	6	Watch the play
2240	4	0	3	7	2	3	play chasing
2486	1	1	3	1	2	2	Video
2436	2	0	3	1	2	8	Eat
1001	2	1	4	20	0	6	performance
809	2	1	4	0	0	6	play the drums
1196	1	1	3	20	0	6	
2764	5	0	7	0	1	6	Tourism
2330	1	1	7	20	0	6	Delicious food
2745	4	0	5	0	1	6	Travel, read books
2615	4	0	3	20	0	5	film
2370	1	1	7	20	0	6	swim
